"unit_a_id","unit_a_type","unit_a_title","unit_b_id","unit_b_type","unit_b_title","shared_themes","shared_keywords","shared_sources","title_similarity","score","candidate_type","candidate_reason","status","note","unit_a_file","unit_b_file"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-prompt-engineering","方案单元","""提示词工程：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-prompt-engineering_提示词工程：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-prompt","方案单元","""提示：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-prompt_提示：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-reasoning-effort","方案单元","""推理强度：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-reasoning-effort_推理强度：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-repository-source-of-truth","方案单元","""仓库事实真源：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-repository-source-of-truth_仓库事实真源：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-restorable-compression","方案单元","""可恢复压缩：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-restorable-compression_可恢复压缩：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-sandbox","方案单元","""沙箱：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-sandbox_沙箱：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-skill-chaining","方案单元","""Skill 链式调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-chaining_Skill 链式调用：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-skill-trigger-condition","方案单元","""Skill 触发条件：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-trigger-condition_Skill 触发条件：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-state-management","方案单元","""状态管理：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-state-management_状态管理：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-subagent-orchestration","方案单元","""子 Agent 编排：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-subagent-orchestration_子 Agent 编排：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-system-prompt-altitude","方案单元","""系统提示抽象高度：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-system-prompt-altitude_系统提示抽象高度：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-system-prompt","方案单元","""系统提示：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-system-prompt_系统提示：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-tacit-knowledge","方案单元","""隐性知识：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-tacit-knowledge_隐性知识：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-tool-scoping","方案单元","""工具收窄：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-tool-scoping_工具收窄：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-tool-workflow-fit","方案单元","""工具—工作流适配：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-tool-workflow-fit_工具—工作流适配：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-tool","方案单元","""工具：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-tool_工具：可执行动作路径.md"
"SOL-change-impact-analysis","方案单元","""变更影响分析：可执行动作路径""","SOL-ubiquitous-language","方案单元","""统一语言：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-change-impact-analysis_变更影响分析：可执行动作路径.md","02-内容单元库/方案单元/SOL-ubiquitous-language_统一语言：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-filesystem-workspace","方案单元","""文件系统工作区：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-filesystem-workspace_文件系统工作区：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-harness-engineering","方案单元","""Harness 工程：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-harness-engineering_Harness 工程：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-human-escalation-tool-call","方案单元","""人类升级工具调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-human-escalation-tool-call_人类升级工具调用：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-instruction-locality","方案单元","""指令就近原则：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-instruction-locality_指令就近原则：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-llm-statelessness","方案单元","""LLM 无状态性：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-llm-statelessness_LLM 无状态性：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-multi-step-reliability-decay","方案单元","""多步可靠性衰减：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-multi-step-reliability-decay_多步可靠性衰减：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-persistent-code-graph","方案单元","""持久化代码图谱：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-persistent-code-graph_持久化代码图谱：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-repository-source-of-truth","方案单元","""仓库事实真源：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-repository-source-of-truth_仓库事实真源：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-risk-tiered-autofixing","方案单元","""风险分级自动修复：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-risk-tiered-autofixing_风险分级自动修复：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-skill-chaining","方案单元","""Skill 链式调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-chaining_Skill 链式调用：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-subagent-orchestration","方案单元","""子 Agent 编排：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-subagent-orchestration_子 Agent 编排：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-system-prompt-altitude","方案单元","""系统提示抽象高度：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-system-prompt-altitude_系统提示抽象高度：可执行动作路径.md"
"SOL-chat-template","方案单元","""聊天模板：可执行动作路径""","SOL-trace-based-evals","方案单元","""基于轨迹的评测：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-chat-template_聊天模板：可执行动作路径.md","02-内容单元库/方案单元/SOL-trace-based-evals_基于轨迹的评测：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-dynamic-context-assembly","方案单元","""动态上下文装配：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-dynamic-context-assembly_动态上下文装配：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-filesystem-workspace","方案单元","""文件系统工作区：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-filesystem-workspace_文件系统工作区：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-harness-engineering","方案单元","""Harness 工程：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-harness-engineering_Harness 工程：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-human-escalation-tool-call","方案单元","""人类升级工具调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-human-escalation-tool-call_人类升级工具调用：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-instruction-locality","方案单元","""指令就近原则：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-instruction-locality_指令就近原则：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-llm-statelessness","方案单元","""LLM 无状态性：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-llm-statelessness_LLM 无状态性：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-minimal-sufficient-context","方案单元","""最小充分上下文：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-minimal-sufficient-context_最小充分上下文：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-multi-step-reliability-decay","方案单元","""多步可靠性衰减：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-multi-step-reliability-decay_多步可靠性衰减：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-repository-source-of-truth","方案单元","""仓库事实真源：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-repository-source-of-truth_仓库事实真源：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-risk-tiered-autofixing","方案单元","""风险分级自动修复：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-risk-tiered-autofixing_风险分级自动修复：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-skill-chaining","方案单元","""Skill 链式调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-chaining_Skill 链式调用：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-skill-trigger-condition","方案单元","""Skill 触发条件：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-trigger-condition_Skill 触发条件：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-subagent-orchestration","方案单元","""子 Agent 编排：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-subagent-orchestration_子 Agent 编排：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-system-prompt-altitude","方案单元","""系统提示抽象高度：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-system-prompt-altitude_系统提示抽象高度：可执行动作路径.md"
"SOL-code-execution","方案单元","""代码执行：可执行动作路径""","SOL-trace-based-evals","方案单元","""基于轨迹的评测：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-code-execution_代码执行：可执行动作路径.md","02-内容单元库/方案单元/SOL-trace-based-evals_基于轨迹的评测：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-harness-engineering","方案单元","""Harness 工程：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-harness-engineering_Harness 工程：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-human-escalation-tool-call","方案单元","""人类升级工具调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-human-escalation-tool-call_人类升级工具调用：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-instruction-locality","方案单元","""指令就近原则：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-instruction-locality_指令就近原则：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-multi-step-reliability-decay","方案单元","""多步可靠性衰减：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-multi-step-reliability-decay_多步可靠性衰减：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-persistent-code-graph","方案单元","""持久化代码图谱：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-persistent-code-graph_持久化代码图谱：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-repository-source-of-truth","方案单元","""仓库事实真源：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-repository-source-of-truth_仓库事实真源：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-risk-tiered-autofixing","方案单元","""风险分级自动修复：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-risk-tiered-autofixing_风险分级自动修复：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-skill-chaining","方案单元","""Skill 链式调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-chaining_Skill 链式调用：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-skill-trigger-condition","方案单元","""Skill 触发条件：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-trigger-condition_Skill 触发条件：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-subagent-orchestration","方案单元","""子 Agent 编排：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-subagent-orchestration_子 Agent 编排：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-system-prompt-altitude","方案单元","""系统提示抽象高度：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-system-prompt-altitude_系统提示抽象高度：可执行动作路径.md"
"SOL-context","方案单元","""上下文：可执行动作路径""","SOL-trace-based-evals","方案单元","""基于轨迹的评测：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context_上下文：可执行动作路径.md","02-内容单元库/方案单元/SOL-trace-based-evals_基于轨迹的评测：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-harness-engineering","方案单元","""Harness 工程：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-harness-engineering_Harness 工程：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-human-escalation-tool-call","方案单元","""人类升级工具调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-human-escalation-tool-call_人类升级工具调用：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-instruction-locality","方案单元","""指令就近原则：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-instruction-locality_指令就近原则：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-llm-statelessness","方案单元","""LLM 无状态性：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-llm-statelessness_LLM 无状态性：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-multi-step-reliability-decay","方案单元","""多步可靠性衰减：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-multi-step-reliability-decay_多步可靠性衰减：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-persistent-code-graph","方案单元","""持久化代码图谱：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-persistent-code-graph_持久化代码图谱：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-repository-source-of-truth","方案单元","""仓库事实真源：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-repository-source-of-truth_仓库事实真源：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-risk-tiered-autofixing","方案单元","""风险分级自动修复：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-risk-tiered-autofixing_风险分级自动修复：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-skill-chaining","方案单元","""Skill 链式调用：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-skill-chaining_Skill 链式调用：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-subagent-orchestration","方案单元","""子 Agent 编排：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-subagent-orchestration_子 Agent 编排：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-system-prompt-altitude","方案单元","""系统提示抽象高度：可执行动作路径""","","","""SRC-EXT-003""","0.47","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-system-prompt-altitude_系统提示抽象高度：可执行动作路径.md"
"SOL-context-compaction","方案单元","""上下文压缩：可执行动作路径""","SOL-trace-based-evals","方案单元","""基于轨迹的评测：可执行动作路径""","","","""SRC-EXT-003""","0.50","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-compaction_上下文压缩：可执行动作路径.md","02-内容单元库/方案单元/SOL-trace-based-evals_基于轨迹的评测：可执行动作路径.md"
"SOL-context-engineering","方案单元","""上下文工程：可执行动作路径""","SOL-human-escalation-tool-call","方案单元","""人类升级工具调用：可执行动作路径""","","","""SRC-EXT-003""","0.53","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-engineering_上下文工程：可执行动作路径.md","02-内容单元库/方案单元/SOL-human-escalation-tool-call_人类升级工具调用：可执行动作路径.md"
"SOL-context-engineering","方案单元","""上下文工程：可执行动作路径""","SOL-instruction-locality","方案单元","""指令就近原则：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-engineering_上下文工程：可执行动作路径.md","02-内容单元库/方案单元/SOL-instruction-locality_指令就近原则：可执行动作路径.md"
"SOL-context-engineering","方案单元","""上下文工程：可执行动作路径""","SOL-llm-statelessness","方案单元","""LLM 无状态性：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-engineering_上下文工程：可执行动作路径.md","02-内容单元库/方案单元/SOL-llm-statelessness_LLM 无状态性：可执行动作路径.md"
"SOL-context-engineering","方案单元","""上下文工程：可执行动作路径""","SOL-multi-step-reliability-decay","方案单元","""多步可靠性衰减：可执行动作路径""","","","""SRC-EXT-003""","0.54","7","近似重复候选","自动识别","待人工判断","","02-内容单元库/方案单元/SOL-context-engineering_上下文工程：可执行动作路径.md","02-内容单元库/方案单元/SOL-multi-step-reliability-decay_多步可靠性衰减：可执行动作路径.md"
